x       y
-0.35833782169798       0.22357278658643
0.050260911983524       0.061692760293334
0.40423385651975        -0.37207830921571
-0.16519005750431       0.4056501387308
0.18619638385207        -0.045990148085044
-0.66634401324316       0.038356291712203
0.12550141314672        0.5482776580807
-0.81309000236398       -0.25997674654811
0.32451133516485        -0.47454541237765
0.37767680276606        0.18108170613045
-0.31412818384234       -0.12077081555833
-0.46473464509962       0.082971669846089
0.63641162551819        -0.15135079272299
0.4784948446771 -0.10082667667875
0.79432021639494        0.27231344345441
0.18082791637431        -0.11549190232883
0.17998307934108        -0.10719316953467
-0.29764093340089       -0.25539108993016
-0.27695915576128       0.12801128742042
0.14330036199976        -0.30965996975986
-0.13281438946144       -0.053628806306049
0.07468903563107        0.18864220371266
-0.23873620777448       0.38664498250079
-0.98931838598119       -0.14054027456935
0.25718687076663        -0.015323384200497
-0.59593482486481       0.10542389050613
0.32704229563678        -0.064134281835966
0.73695824542317        -0.29005671159695
0.61168931117575        0.40517866942973
-0.46747182251135       0.38706628419411
-0.24539183599878       0.56370533380429
0.13220641870378        0.33185501429365
0.39554073122126        -0.11774987289724
0.35894998708384        0.11203792630969
-0.0073254544120435     -0.29077443852097
-0.71519855964228       0.23586991017718
0.097795991576814       -0.027950125442104
-0.011006061310069      -0.053749595982571
-0.31919141270231       0.16419147456092
0.095593910786093       0.1430332036078
-0.20768193047768       0.033019777383088
-0.6437523290874        -0.31113488141614
-0.82305159903672       -0.10361403387337
-0.22914973162629       0.3896304808973
0.20754501748427        -0.3364269145659
-0.70128377765928       0.29212305988098
0.012503372054348       0.30986445430205
-0.031942138278734      0.34964077571218
-0.005906561035387      -0.046209852178868
0.19494234521541        0.38450153849069
-0.16027185368549       0.24342262339935
-0.14297791414937       -0.27322091408267
-0.38036383321203       -0.23979007684205
0.56884511717888        -0.11642644883758
0.20646903822288        -0.39115150438932
-0.48032636067972       0.029897713774622
0.68524554062591        -0.035890007949188
-0.65771433720102       0.016245545451929
0.020268076409491       0.38065196869104
0.22019758044886        -0.15476511082445
0.40670571616295        -0.076664836137144
-0.086408355560781      0.0066385657305173
-0.56876210806371       -0.10910192203209
-0.50712443195191       0.35842973700427
-0.14646994787248       -0.094573683849134
0.47752585403157        0.2312237264218
-0.14510452972952       0.091318501604372
0.57687314975257        -0.22106161983638
-0.60462494517213       0.21323014116403
-0.3852606136205        0.37321302526659
0.35639037398057        -0.0045554892007737
0.83772719612768        0.087969941838641
0.044903983403271       -0.10771318307103
-0.30059251786439       -0.15192683394174
0.1872102268055 -0.26187389895293
-0.57439955371217       -0.087106879782071
0.98420032254602        0.1709487269468
0.10560485111342        -0.1140319034803
-0.30469420783546       -0.024405751346893
-0.47399138704173       0.12512494762476
-0.17979530603657       0.0612756966116
-0.26556749223966       0.58932017681114
0.76040510792066        -0.01054671924222
0.30911261472441        -0.042659083079521
-0.96000522657434       -0.081891184823157
-0.053100385314819      -0.31830582479414
-0.41790219425797       0.036917779412134
0.55578229465578        0.31199431015695
0.076392806960489       -0.092138915373389
-0.0010793739710681     0.28626773205276
-0.39495880352247       -0.05621466543627
0.47552839699795        0.053260858690595
-0.7654021570343        -0.073959867023279
0.41522251126288        0.42756040924048
-0.67262301594639       -0.089255335223278
0.002800777720531       -0.1780710418313
0.27578460049463        -0.080554756411692
0.13959236833762        0.44257504171799
-0.5165159022567        -0.16926537032986
0.79125581146932        -0.039529556065814
